price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,sqft_above,yr_built,sqft_living15,sqft_lot15,presence_of_basement,presence_of_renovation,year,property_age,basement_present,renovated,view#0,view#1,view#2,view#3,view#4,grade#1,grade#3,grade#4,grade#5,grade#6,grade#7,grade#8,grade#9,grade#10,grade#11,grade#12,grade#13,zipcode#98004,zipcode#98102,zipcode#98109,zipcode#98112,zipcode#98039,zipcode#98040
279000.0,4,1.0,1210,6000,1.5,0,3,1210,1943,1470,6000,0,0,2014,71,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
303000.0,2,1.0,1100,27007,1.0,0,4,1100,1943,1746,91476,0,0,2014,71,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
420000.0,3,1.5,1050,6615,1.0,0,4,800,1950,1530,5250,1,0,2014,64,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
249000.0,3,1.75,2120,18335,1.0,0,3,1380,1961,2050,18333,1,0,2014,53,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294950.0,3,1.0,1240,8840,1.0,0,3,1240,1952,1250,8840,0,0,2014,62,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1315000.0,4,3.5,3460,3997,2.0,0,3,2560,2004,1860,4000,1,0,2014,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
335000.0,3,1.75,1270,4800,1.0,0,3,1270,1953,1490,4800,0,0,2014,61,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1155000.0,4,2.25,2980,8051,1.5,0,4,2020,1935,2760,5499,1,0,2014,79,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
520000.0,2,1.0,1250,3708,1.5,0,3,1250,1926,1430,3708,0,0,2015,89,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
560000.0,4,1.75,1740,8800,1.0,0,4,1740,1965,2180,8436,0,0,2014,49,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243400.0,4,1.5,1730,7464,2.0,0,4,1730,1959,1370,7860,0,0,2014,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
405000.0,3,2.0,1240,14404,1.0,0,3,1240,1988,1350,9990,0,0,2014,26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
495000.0,2,1.0,1670,14695,1.5,0,5,1670,1930,1800,11355,0,0,2014,84,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350000.0,4,2.5,2140,7095,2.0,0,3,2140,1992,1600,7182,0,0,2015,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
368500.0,5,2.75,2530,7601,1.0,0,3,1520,1992,2400,7776,1,0,2014,22,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99000.0,2,1.0,960,8236,1.0,0,2,960,1948,1260,8236,0,0,2015,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1070000.0,4,3.75,4130,12320,2.0,0,3,4130,2001,3690,11227,0,0,2014,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
430000.0,4,1.75,1710,7724,1.0,0,3,1710,1983,1940,7724,0,0,2014,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
412500.0,3,1.5,1490,8475,1.0,0,4,1490,1963,1490,8540,0,0,2014,51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1122500.0,4,3.25,4750,62365,2.0,0,3,4750,1988,3300,31866,0,0,2014,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
915000.0,4,2.5,3400,35062,2.0,0,4,3400,1988,2880,9705,0,0,2014,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
535000.0,3,2.5,2210,7620,2.0,0,3,2210,1994,1920,7440,0,0,2014,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
390000.0,3,1.5,1650,8676,1.0,0,4,1130,1979,1400,8499,1,0,2014,35,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499000.0,3,1.5,1260,3135,1.0,0,4,780,1944,1540,3025,1,0,2014,70,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
375000.0,3,1.0,1960,7955,1.0,0,4,1260,1963,1850,8219,1,0,2014,51,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349000.0,4,2.5,1800,7620,2.0,0,3,1800,1995,1800,6879,0,0,2014,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
635000.0,3,2.25,1940,7482,1.0,0,4,1240,1964,2340,9310,1,0,2014,50,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
682000.0,4,2.75,2820,8009,2.0,0,3,2820,2001,2820,7398,0,0,2014,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
321027.0,4,2.25,2820,16770,1.0,0,4,1920,1966,2320,13850,1,0,2015,49,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150000.0,2,1.0,720,4120,1.0,0,5,720,1915,940,6180,0,0,2014,99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410000.0,3,1.75,1640,17583,1.0,0,3,1110,1969,1420,11680,1,0,2014,45,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
449950.0,3,2.0,1560,4080,2.0,0,3,1560,1923,1900,4080,0,1,2014,91,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194990.0,6,2.5,1560,7144,1.0,0,3,1060,1913,1300,6232,1,0,2014,101,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
475000.0,4,1.75,1910,8775,1.0,0,3,1210,1956,2210,8778,1,0,2015,59,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530000.0,5,1.75,1570,3000,2.0,0,4,1570,1908,1610,3000,0,0,2015,107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319950.0,4,2.5,2038,7643,2.0,0,3,2038,2011,2634,6824,0,0,2014,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210000.0,3,2.25,1720,9435,1.0,0,4,1220,1978,1690,7215,1,0,2015,37,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
485000.0,3,2.75,1670,3330,1.5,0,4,1670,1925,1370,5000,0,0,2014,89,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
774000.0,4,2.75,2830,10240,2.0,0,4,2830,1998,3490,10240,0,0,2015,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
478000.0,4,2.0,1690,8208,1.0,0,4,1210,1958,1620,8496,1,0,2014,56,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
385000.0,4,2.5,1620,5280,2.0,0,4,1620,1924,1590,5280,0,1,2014,90,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
595000.0,4,2.5,2360,43017,2.0,0,3,2360,1989,2750,40334,0,0,2015,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285000.0,3,1.5,1480,7117,1.0,0,3,1170,1960,2230,14775,1,0,2015,55,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
723000.0,4,2.5,2700,4004,2.0,0,3,2700,2004,2260,4459,0,0,2014,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
279000.0,3,1.5,1780,16000,1.0,0,2,1240,1960,1860,9775,1,0,2014,54,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
195000.0,3,1.5,1430,7560,1.0,0,5,1430,1958,1150,7560,0,0,2015,57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
625000.0,2,1.0,2160,2192,1.0,0,5,1170,1925,1150,2152,1,0,2014,89,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
270000.0,3,1.75,1800,9314,2.0,0,3,1800,1979,2100,9658,0,0,2015,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
559000.0,2,2.0,1930,5520,1.0,0,3,1930,2006,1640,4533,0,0,2014,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
474000.0,4,2.25,1960,14834,1.0,0,4,1330,1976,1540,15000,1,0,2015,39,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303500.0,4,2.5,1920,7345,2.0,0,3,1920,1992,1860,7364,0,0,2014,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350000.0,3,1.75,1470,8645,1.0,0,3,1470,1949,1470,7680,0,0,2014,65,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367500.0,5,3.0,2980,10064,1.0,0,3,1680,1940,1590,7800,1,0,2014,74,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
595000.0,5,3.0,2980,10064,1.0,0,3,1680,1940,1590,7800,1,0,2015,75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
589000.0,3,2.0,2360,118483,1.0,0,3,2360,1981,2660,91476,0,0,2014,33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585000.0,3,1.75,1790,87213,1.0,0,4,1790,1974,3270,39586,0,0,2015,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
482975.0,3,2.25,2130,8801,1.0,0,3,1370,1976,2820,8801,1,0,2014,38,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365500.0,4,2.5,2030,4499,2.0,0,3,2030,2003,2030,4539,0,0,2014,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
570000.0,4,2.0,1790,7800,1.0,0,5,1790,1972,2150,7838,0,0,2014,42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
335000.0,3,2.5,2260,8040,2.0,0,3,2260,1990,2390,8040,0,0,2015,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
767500.0,4,2.0,2350,4815,1.5,0,4,1450,1914,1640,4013,1,0,2015,101,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
386591.0,3,2.5,1690,1613,2.0,0,3,1150,2014,1690,1662,1,0,2014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
279000.0,3,1.0,1320,5750,1.5,0,3,1320,1913,1010,5700,0,0,2014,101,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
620000.0,4,2.5,2690,32780,2.0,0,3,2690,1998,2840,36555,0,0,2015,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
407000.0,4,2.25,2810,23400,1.0,0,3,1710,1958,1860,14900,1,0,2014,56,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
364250.0,3,2.5,2280,213879,2.0,0,3,2280,1994,2380,178160,0,0,2014,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399000.0,4,2.5,2870,9292,2.0,0,3,2540,1979,2590,7533,1,0,2014,35,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
766950.0,3,2.5,3030,30007,1.5,0,4,3030,1992,3360,34983,0,0,2014,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
710000.0,4,2.75,2940,4232,2.0,0,3,2940,2004,2410,4000,0,0,2014,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
320000.0,3,1.0,1190,4120,1.0,0,3,1190,1929,1360,4635,0,0,2015,86,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,3,2.5,1800,3253,2.0,0,3,1800,2001,1800,3081,0,0,2014,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263000.0,3,1.75,1580,9187,1.0,0,3,1180,1993,1620,6397,1,0,2014,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
445000.0,3,2.5,1730,4408,2.0,0,3,1730,1996,1730,4408,0,0,2014,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
554000.0,3,2.0,1910,9001,1.0,0,4,1910,1957,2040,8700,0,0,2015,58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335000.0,2,1.75,1000,5100,1.0,0,3,940,1906,1900,5100,1,0,2014,108,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
307000.0,4,2.75,2520,6964,1.0,0,4,1260,1987,1930,6949,1,0,2014,27,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404000.0,3,1.0,1420,8160,1.0,0,3,970,1947,1340,8160,1,0,2015,68,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
775000.0,4,3.5,3080,5250,2.0,0,3,3080,2003,2980,5509,0,0,2014,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220000.0,3,1.0,1060,9126,1.0,0,5,1060,1956,1300,9126,0,0,2014,58,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
518000.0,4,2.5,2160,9750,2.0,0,3,2160,1983,2840,10535,0,0,2014,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1600000.0,4,3.5,4060,9486,2.0,0,3,4060,2005,2410,9486,0,0,2014,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
315000.0,1,2.25,1940,2550,2.0,0,4,1100,1979,1580,5100,1,0,2014,35,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
572650.0,4,2.5,2250,11349,2.0,0,3,2250,1991,2110,9964,0,0,2014,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350000.0,2,1.0,1620,9205,1.0,0,5,850,1921,2460,5469,1,0,2014,93,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285000.0,2,1.0,920,5850,1.0,0,4,920,1900,1640,5476,0,0,2014,114,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231000.0,3,2.5,1370,7247,2.0,0,3,1370,1995,1720,8085,0,0,2015,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179000.0,3,1.0,920,5200,1.0,0,4,920,1969,920,5200,0,0,2014,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244000.0,3,1.5,1360,9625,1.0,0,3,1360,1963,1890,9625,0,0,2015,52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185850.0,3,1.5,1630,11662,1.0,0,3,1630,1943,1700,11662,0,1,2015,72,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
610000.0,6,2.5,3610,12033,2.0,0,3,3210,1970,2210,8577,1,0,2014,44,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
419000.0,4,2.5,3010,9155,2.0,0,3,3010,2005,3010,5762,0,0,2014,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
779000.0,3,1.75,2320,6400,1.0,0,4,1420,1957,2540,7680,1,0,2014,57,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
695000.0,5,3.0,3290,14134,1.0,0,3,1870,2004,1970,11470,1,0,2014,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319900.0,3,2.5,2040,7580,2.0,0,3,2040,1998,1960,7820,0,0,2015,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
329000.0,3,2.75,1920,7700,1.0,0,4,1320,1978,2040,8000,1,0,2015,37,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
475226.0,3,2.5,2120,4512,2.0,0,3,2120,1988,2000,4553,0,0,2014,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
638000.0,3,2.5,2170,5000,2.0,0,3,2170,2003,2170,5000,0,0,2015,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
440000.0,2,1.5,1330,15873,1.0,0,3,900,1984,1610,12043,1,0,2015,31,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
214000.0,3,2.0,1580,5080,1.0,0,4,800,1942,1580,7114,1,0,2015,73,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
600000.0,3,2.75,3580,14217,2.0,0,4,2210,1989,3990,14674,1,0,2015,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
935000.0,4,2.0,2580,4500,2.0,0,4,1850,1905,2590,4100,1,0,2015,110,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
630000.0,4,1.75,1930,10210,1.5,0,3,1670,1941,2730,6600,1,0,2014,73,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
575000.0,3,2.5,2120,4780,2.0,0,3,2120,2004,1690,2650,0,0,2014,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345000.0,3,2.5,1990,20466,1.5,0,4,1410,1987,1660,93393,1,0,2014,27,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
323000.0,4,1.75,1310,9690,1.0,0,4,1310,1967,2280,9618,0,0,2014,47,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
425000.0,3,2.5,2670,13218,1.0,0,4,2670,1988,1960,13130,0,0,2014,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
411000.0,2,2.25,1910,108900,1.0,0,4,1010,1972,2050,108900,1,0,2015,43,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299800.0,4,1.5,1530,9000,1.0,0,4,1530,1976,1520,8500,0,0,2014,38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
823000.0,6,1.75,2920,5000,2.5,0,4,2780,1908,2020,5000,1,0,2014,106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200000.0,3,1.0,1010,8108,1.0,0,3,1010,1955,1110,8108,0,0,2014,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
760000.0,4,1.75,2450,13300,1.0,0,4,1630,1987,3150,15500,1,0,2014,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
359950.0,4,2.5,1820,3899,2.0,0,3,1820,1999,1820,3899,0,0,2015,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
375000.0,4,2.5,2090,8325,1.0,0,4,1470,1983,1700,8025,1,0,2015,32,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295000.0,2,1.75,2200,89298,1.0,0,3,1100,1973,2590,89298,1,0,2014,41,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250000.0,4,3.0,2250,7882,2.0,0,3,1570,1986,1550,7508,1,0,2015,29,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497000.0,3,2.25,1450,1387,3.0,0,3,1450,2000,1450,1429,0,0,2014,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
520000.0,4,2.5,2280,8798,2.0,0,4,2280,1987,2180,8632,0,0,2014,27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365000.0,4,3.5,2720,6781,2.0,0,3,2100,1999,2280,5942,1,0,2014,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
459900.0,3,2.25,2250,8000,1.0,0,3,1460,1976,1930,9000,1,0,2014,38,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
158000.0,3,2.0,1090,6090,1.0,0,3,940,1940,1840,6090,1,0,2015,75,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294700.0,3,2.0,1970,9600,1.0,0,4,1300,1967,1710,7703,1,0,2014,47,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
439950.0,4,2.25,2780,15075,2.0,0,3,2780,1985,1650,25542,0,0,2014,29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
899000.0,4,2.25,2290,40946,1.0,0,4,1550,1960,2790,20076,1,0,2015,55,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
535000.0,3,1.75,2330,12141,1.0,0,3,1390,1983,1850,12141,1,0,2014,31,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530000.0,4,4.5,4060,10800,2.0,0,3,4060,2007,1830,9768,0,0,2015,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
215000.0,4,2.0,1470,7000,1.0,0,4,1470,1967,1640,7000,0,0,2015,48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290000.0,2,1.0,1620,5400,1.0,0,3,920,1926,1540,7245,1,0,2015,89,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
798000.0,5,2.75,3220,5934,2.0,0,3,3220,2006,3100,5934,0,0,2015,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
785000.0,4,2.5,3270,9578,2.0,0,3,3270,1993,3120,8784,0,0,2014,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
433000.0,3,1.75,2160,8565,1.0,0,3,1730,1971,2910,9570,1,0,2015,44,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
425000.0,2,1.0,1150,6835,1.0,0,3,1010,1922,1150,6561,1,0,2014,92,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
654000.0,4,2.5,2240,7540,1.0,0,3,1540,1962,1960,7250,1,0,2014,52,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215000.0,3,1.5,1280,5065,2.0,0,4,1280,1983,1070,4491,0,0,2014,31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232000.0,3,1.0,840,6540,1.0,0,3,840,1970,1010,6600,0,1,2015,45,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
675000.0,3,1.75,1680,10500,1.0,0,4,1680,1959,2250,10400,0,0,2014,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
665000.0,5,2.75,2330,8000,1.0,0,4,1550,1972,1750,8419,1,0,2014,42,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
835000.0,4,2.5,3030,29163,2.0,0,3,3030,1998,2780,40669,0,0,2014,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
525000.0,6,3.0,2880,7560,2.0,0,3,2880,1980,1470,1815,0,0,2014,34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
780000.0,3,2.75,2910,3094,2.0,0,5,2010,1939,2400,7530,1,0,2015,76,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
844000.0,4,3.25,3090,67518,2.0,0,3,3090,1988,3200,65775,0,0,2014,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
680000.0,4,2.75,2720,54048,2.0,0,3,2720,1985,2580,37721,0,0,2015,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290000.0,3,1.5,1310,8100,1.0,0,3,1310,1965,1330,8100,0,0,2014,49,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
560000.0,2,1.0,1790,15783,1.0,0,4,1360,1959,1790,7494,1,0,2015,56,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
